amount,time,location,device,frequency,amount_ratio,is_new_location,is_new_device,is_fraud
5338,3,Kolkata,iOS,2,0.2650183695760103,1,0,0
25102,21,Bangalore,iOS,7,17.98137535816619,1,0,1
36490,7,Bangalore,Android,4,8.767419509851033,0,0,0
1944,17,Delhi,Android,5,0.22755472316516445,1,1,0
30570,2,Delhi,Web,5,1.8071648143769212,1,1,0
35522,4,Mumbai,iOS,3,1.615297167022873,0,0,0
36265,9,Bangalore,iOS,2,2.018647369885889,1,1,0
39800,3,Bangalore,iOS,1,1.0443179134633045,0,1,0
3514,12,Kolkata,iOS,10,0.07242523547476247,0,1,0
14598,2,Bangalore,iOS,3,3.071323374710709,1,1,0
31655,1,Mumbai,Web,1,0.6523038245961095,0,1,0
25508,9,Delhi,Android,1,1.0615064502704952,1,0,0
10135,14,Mumbai,Android,7,0.30092042755344417,0,0,0
8407,0,Bangalore,iOS,10,0.47382066166939074,1,0,0
52086,16,Kolkata,iOS,9,7.433423719138005,0,0,0
37694,21,Delhi,iOS,4,1.0502354350672871,1,1,0
16012,0,Bangalore,Web,9,0.522806673849871,0,1,0
31802,14,Kolkata,iOS,2,3.484386983674811,0,0,0
17006,16,Mumbai,iOS,9,0.45933608837749507,1,1,0
4800,8,Mumbai,iOS,9,0.11834027760656789,0,0,0
19698,4,Kolkata,iOS,2,1.3545592078118553,0,1,0
17095,8,Delhi,iOS,1,1.0292612439039075,1,0,0
23802,15,Mumbai,Android,7,0.6574411667219092,1,0,0
26209,7,Kolkata,Web,1,0.5919459752461831,1,1,0
8109,16,Bangalore,Android,10,0.39604395604395604,0,0,0
8836,18,Bangalore,iOS,6,0.20438091272870262,0,0,0
25445,22,Bangalore,Android,4,6.1834750911300125,0,0,0
49909,11,Delhi,Android,3,6.237845269341332,1,0,1
29975,8,Bangalore,Web,4,2.7873349451366933,0,0,0
24296,2,Mumbai,Web,5,0.864165036457407,1,0,0
16597,18,Bangalore,Android,8,3.8996710526315788,1,0,0
14373,5,Mumbai,Android,4,1.3541548897682307,0,0,0
20013,11,Mumbai,iOS,9,0.4083619000979432,0,1,0
7279,8,Bangalore,Web,7,0.19335901182095896,1,1,0
40694,3,Bangalore,Android,7,9.82472235634959,1,1,1
42983,21,Mumbai,iOS,6,0.9981886161491837,1,1,0
4744,20,Bangalore,iOS,1,0.21041426417102813,0,1,0
26148,2,Mumbai,Web,2,0.7088099756031445,1,0,0
9449,16,Bangalore,Android,7,0.41839355295784625,1,1,0
49760,1,Bangalore,iOS,1,2.241946384320793,0,1,0
12877,12,Bangalore,iOS,8,0.5455662415794602,0,1,0
53769,9,Delhi,Android,7,1.9879103815439219,1,0,0
9973,1,Delhi,Android,7,0.3788126258214001,1,0,0
27644,5,Bangalore,iOS,2,5.120207445823301,1,1,1
39972,2,Bangalore,iOS,4,7.136582753079807,0,0,0
21554,18,Kolkata,Android,7,0.5256175774867705,1,1,0
59253,23,Kolkata,iOS,1,1.7507165016989215,1,0,0
4724,9,Kolkata,Android,2,2.399187404773997,1,1,0
57172,8,Mumbai,iOS,5,3.9161586410028084,0,1,0
13920,7,Kolkata,Android,1,0.531683281769222,0,0,0
58492,14,Delhi,iOS,6,1.2227611004264571,0,0,0
32138,21,Delhi,iOS,8,0.6610037021801728,1,1,0
32884,2,Mumbai,Web,1,1.3131014654793756,0,1,0
43606,6,Mumbai,Android,7,2.2288897975874056,1,0,0
18669,13,Kolkata,Android,4,0.5207240879169921,0,1,0
57836,21,Kolkata,iOS,7,9.194912559618443,1,1,1
45906,19,Delhi,Android,1,2.9396772540983607,1,0,0
6255,5,Delhi,Android,7,0.1802593659942363,1,1,0
10711,22,Bangalore,iOS,2,0.3405290265149107,1,1,0
35503,17,Mumbai,Web,4,0.7645247426676429,1,0,0
18029,2,Delhi,iOS,8,2.8717744504619307,1,0,0
53712,8,Bangalore,Web,2,1.2780051394308556,0,0,0
1794,8,Kolkata,Web,1,0.04602832512315271,1,0,0
58100,23,Kolkata,iOS,8,1.398416251474234,1,1,1
12468,2,Kolkata,iOS,6,0.31676829268292683,1,0,0
36549,11,Delhi,iOS,9,4.537993543580829,1,1,0
8828,8,Bangalore,Web,10,0.7678524832565017,0,1,0
53334,22,Mumbai,iOS,7,3.6407945934876103,0,0,0
44777,9,Delhi,Web,6,4.066200508536142,0,1,0
48128,11,Mumbai,iOS,6,6.222107304460246,1,1,1
22519,19,Bangalore,iOS,9,1.1113359324877856,1,0,0
33318,6,Kolkata,iOS,1,3.1048364551299974,1,1,0
16217,10,Kolkata,Android,6,0.5737484521493013,1,1,0
42651,7,Delhi,Android,5,3.507483552631579,0,0,0
42070,4,Mumbai,Android,9,1.5432302556766075,0,1,0
1938,14,Delhi,Web,5,0.11597151576805696,1,1,0
23732,6,Bangalore,Web,4,1.1150159744408945,1,1,0
13275,21,Delhi,Web,9,0.7726558407543216,0,1,0
54708,19,Kolkata,Web,10,4.588827377956719,1,1,0
31026,6,Bangalore,Web,9,0.6962278123106613,1,1,0
22334,5,Bangalore,Web,2,5.871188222923239,0,0,0
25378,21,Delhi,iOS,1,2.815085967831392,1,1,0
50045,3,Bangalore,Web,7,1.0811423880403552,0,1,0
13801,7,Kolkata,Web,5,0.29976758834900846,1,0,0
35836,3,Bangalore,Android,5,0.7476892904087296,0,1,0
54975,8,Mumbai,Web,1,1.3883978179614103,1,0,0
13469,3,Bangalore,Android,8,0.5026308915177072,1,0,0
23467,14,Bangalore,Android,1,2.552980852915579,1,0,0
225,13,Delhi,Android,8,0.006924355265587493,1,1,0
52876,20,Delhi,Web,7,1.5075554541825853,0,1,0
4429,10,Kolkata,Android,4,0.1692719281482897,1,0,0
1039,21,Delhi,Android,1,0.14691742081447964,0,1,0
47148,21,Delhi,Web,5,1.1301867344248149,1,1,0
27891,10,Mumbai,Android,4,42.71209800918836,0,1,1
53800,17,Kolkata,Web,1,1.1972050380524277,1,1,0
3879,19,Mumbai,iOS,2,0.11992209237618252,0,1,0
4130,11,Mumbai,Web,1,0.142051317328197,0,1,0
57514,7,Kolkata,iOS,7,7.5835970464135025,1,0,1
51508,8,Bangalore,Android,8,1.0783853948580522,1,0,0
6486,15,Mumbai,iOS,1,0.19494454630158395,0,0,0
6294,9,Delhi,iOS,10,0.14493955094991365,1,1,0
46747,0,Kolkata,Android,7,2.407157569515963,0,1,0
36781,18,Mumbai,Android,10,0.8678038882597207,0,1,0
48896,21,Delhi,iOS,4,1.1848405544247358,0,1,0
36902,19,Bangalore,Android,7,6.9482206740726795,0,1,0
18654,18,Mumbai,Web,10,0.4659073879814177,0,0,0
41448,1,Delhi,iOS,7,2.2429785161534714,1,1,0
37558,7,Mumbai,Android,9,0.9103866198036602,0,0,0
17827,4,Kolkata,Web,5,0.4532557016094175,1,0,0
37501,3,Delhi,iOS,5,2.2620943418989023,0,1,0
6322,5,Delhi,iOS,6,0.476664404734977,1,1,0
48020,12,Delhi,Android,2,2.4350912778904665,1,0,0
54022,6,Delhi,Web,9,2.972161091549296,0,0,0
719,10,Bangalore,Android,5,0.022880600814663952,0,0,0
51974,4,Mumbai,Web,5,6.148586300721638,0,0,0
16988,0,Mumbai,iOS,6,1.1857332309625184,0,0,0
13424,22,Delhi,Web,3,0.2847446122518242,1,1,0
47509,14,Delhi,Android,7,2.331043619056965,1,1,0
16882,18,Mumbai,Android,2,0.3734212214382092,1,0,0
3663,18,Kolkata,iOS,5,0.13549604202115853,0,0,0
55594,1,Bangalore,Android,10,1.7342775143498876,0,1,0
57632,23,Mumbai,Android,5,1.1655307703197362,1,0,0
48253,3,Kolkata,iOS,4,1.0736488440914047,0,0,0
36008,5,Bangalore,iOS,6,1.0068506557056176,1,0,0
50910,17,Mumbai,iOS,3,2.9209937460554247,0,0,0
50245,5,Kolkata,Web,9,5.660770617395223,1,0,1
57231,2,Kolkata,Android,9,1.2340650336380887,0,1,0
6129,2,Delhi,Android,1,0.15442955049385204,1,1,0
24605,0,Mumbai,Android,1,4.08449535192563,1,0,0
21317,17,Delhi,Web,1,1.1311153560437228,0,1,0
6029,15,Kolkata,Web,8,0.23580256570713393,1,1,0
57488,14,Delhi,iOS,2,1.7360632964909102,1,0,0
23924,9,Mumbai,Android,10,0.8266758811333794,1,1,0
51825,23,Bangalore,iOS,1,1.1481711234685512,1,0,0
45996,3,Kolkata,Web,6,1.2934758155230597,1,0,0
51357,13,Mumbai,iOS,8,2.7958517066797324,0,0,0
5564,12,Mumbai,Web,5,0.20518493933694731,1,1,0
37761,8,Bangalore,Android,6,1.0335285745566016,1,0,0
25677,16,Delhi,iOS,3,0.8504289073626338,1,0,0
15216,20,Mumbai,iOS,3,0.31085415432388813,1,1,0
8237,6,Bangalore,Web,10,1.1171843211718433,1,0,0
30712,15,Bangalore,iOS,9,1.2959196590573443,0,0,0
5738,1,Bangalore,Web,2,0.12976615857795468,0,1,0
40281,22,Mumbai,Android,10,1.0293358546495286,0,0,0
28997,13,Mumbai,Web,5,0.8297184388233948,0,1,0
18820,17,Mumbai,Web,3,0.3956441305079045,1,1,0
31660,22,Bangalore,iOS,9,1.4401382823871907,1,0,0
1313,16,Mumbai,Android,7,0.048783206390488575,1,0,0
51042,2,Delhi,Android,5,2.801273256133033,0,0,0
5259,18,Delhi,Web,9,0.1768682316539988,0,0,0
37619,12,Bangalore,Android,4,0.8322603482223845,0,1,0
36679,7,Mumbai,Android,10,1.7654505198305737,0,1,0
8004,10,Kolkata,Android,2,0.4617514710972655,0,1,0
17131,4,Bangalore,Web,9,0.6375511723111277,1,1,0
39326,0,Delhi,iOS,6,0.8335134906000297,0,0,0
20492,20,Bangalore,Android,2,0.5206697664964302,1,1,0
36839,9,Bangalore,Android,8,0.9258821755303106,1,1,0
3040,7,Delhi,Web,2,0.07302952410694982,0,1,0
44689,4,Bangalore,Android,5,1.8475690425004134,1,0,0
23391,11,Bangalore,Web,10,1.771911218847057,0,1,0
43155,13,Mumbai,iOS,6,6.789647577092511,1,0,1
18532,16,Kolkata,Web,7,1.9040378095140245,0,1,0
24088,21,Delhi,Web,7,0.494163503949123,0,1,0
28591,13,Bangalore,Web,3,9.039203288017704,0,0,0
56969,17,Mumbai,Android,9,1.1441625996666065,0,0,0
3226,21,Kolkata,Android,6,0.12850029874526986,1,1,0
15441,21,Mumbai,Android,1,1.8441418846291653,1,0,0
45895,6,Kolkata,Web,10,1.311885433340956,1,1,0
4270,11,Bangalore,iOS,7,0.3040877367896311,0,1,0
44231,6,Mumbai,iOS,9,18.277272727272727,1,0,1
57440,1,Delhi,iOS,10,2.393732288714786,1,1,0
27959,3,Delhi,Android,4,1.0535061607445646,0,1,0
7113,3,Bangalore,Web,5,0.3573653536977492,1,0,0
35462,16,Mumbai,Web,1,14.64766625361421,1,1,1
59385,18,Kolkata,Android,1,1.2432483356362265,0,0,0
8986,2,Delhi,iOS,6,0.5447381183317168,1,1,0
10645,3,Mumbai,Android,1,1.525946100917431,0,1,0
54696,8,Mumbai,iOS,6,3.666934835076428,0,0,0
58530,19,Kolkata,iOS,7,3.9014798026929745,1,1,0
1618,1,Delhi,Web,2,0.07596244131455399,1,0,0
11053,8,Kolkata,Android,8,0.7718036449968577,0,0,0
16145,20,Delhi,Web,5,2.819594830597276,1,0,0
28302,14,Delhi,Android,6,0.6963389430174195,0,0,0
45130,15,Delhi,Web,9,0.9877002538737635,0,1,0
12438,1,Kolkata,Web,10,0.9830856781536516,0,0,0
31101,20,Delhi,Android,3,0.7945887943588564,0,0,0
27280,23,Delhi,Web,4,0.7588317107093185,0,0,0
16104,1,Delhi,Android,5,0.33689671764189033,0,0,0
436,20,Mumbai,Web,10,0.012741459423127502,1,1,0
11224,12,Bangalore,iOS,10,0.24305946554636407,1,1,0
14063,11,Mumbai,iOS,5,0.39465117584329573,0,0,0
46108,7,Kolkata,Android,4,5.843112406539095,1,1,1
58646,7,Delhi,Android,7,1.5392650918635171,0,1,0
37841,19,Mumbai,Web,6,1.0021185879611239,1,0,0
48516,17,Kolkata,Android,6,1.3273508248748325,0,0,0
11127,19,Kolkata,Web,8,0.9322999581064098,0,0,0
22994,21,Bangalore,Web,4,7.194618272841051,0,1,0
8503,11,Kolkata,Android,9,0.5239709144688193,0,1,0
58103,11,Kolkata,iOS,2,2.1055626019206377,0,0,0
6546,11,Bangalore,Android,10,0.15466402041394953,1,0,0
48669,6,Bangalore,Android,10,1.4781327826034136,0,0,0
26184,18,Mumbai,Android,7,0.606083051710569,1,0,0
46477,12,Mumbai,iOS,6,2.4598814438446066,0,0,0
51290,21,Delhi,Android,7,1.2503961578780565,1,0,0
53391,22,Delhi,Android,10,1.2466959323775277,1,1,0
25080,20,Kolkata,iOS,9,0.8885739592559787,1,1,0
52375,18,Mumbai,iOS,2,1.5015337863019982,0,1,0
50825,11,Kolkata,iOS,4,2.5896769591358404,1,0,0
3563,3,Bangalore,Android,5,0.13031710617753556,0,0,0
13288,9,Mumbai,iOS,8,1.2020987877691334,1,0,0
59200,22,Bangalore,Android,5,1.4590984152022282,0,1,0
16170,2,Delhi,iOS,5,0.9511205223222163,1,0,0
34806,17,Delhi,Web,3,12.56988082340195,0,1,1
46286,15,Delhi,Android,6,1.7097369976359338,1,0,0
11391,19,Bangalore,iOS,6,0.25195753151957534,0,0,0
47985,20,Mumbai,Android,2,9.757015046766979,1,0,1
10849,21,Mumbai,Web,4,1.3977067766039681,1,1,0
16411,18,Bangalore,iOS,8,0.7504916083596287,0,1,0
51934,22,Bangalore,iOS,8,1.0559554308486845,1,0,0
36925,12,Delhi,Android,9,3.1665380327587687,0,1,0
24575,19,Delhi,iOS,3,6.66711882799783,1,0,1
35280,1,Bangalore,Android,4,2.965453475666134,0,1,0
56075,8,Delhi,Android,9,1.9623110302351623,1,0,0
45702,21,Bangalore,Web,2,9.026664033181907,0,0,0
11888,16,Kolkata,Web,8,0.4011879049676026,1,1,0
18122,6,Bangalore,Android,6,0.3834045614183557,0,1,0
51388,9,Bangalore,Android,5,7.57376565954311,1,0,1
43980,12,Delhi,iOS,7,10.529087862101987,0,1,1
43172,8,Kolkata,iOS,8,1.6768430047386003,0,0,0
53632,20,Delhi,Android,2,1.3943790135974834,0,0,0
53556,14,Kolkata,Web,2,2.7029373170485513,0,1,0
31520,12,Kolkata,Android,1,6.250247868332342,1,1,1
59095,9,Bangalore,Android,7,1.6233552179765405,1,1,0
46009,5,Bangalore,Web,3,5.717534484901205,0,1,0
35073,17,Delhi,Android,5,0.8820067898906073,1,1,0
26421,23,Kolkata,Android,9,1.6470918271928183,0,1,1
49584,3,Bangalore,Web,5,1.1072553091713004,0,0,0
23664,21,Bangalore,iOS,3,0.656858935213457,0,0,0
31603,13,Mumbai,Android,1,6.060019175455417,0,0,0
36699,1,Delhi,iOS,7,1.808812657104835,1,0,0
5025,19,Bangalore,Web,5,0.48256986459233653,0,1,0
47707,4,Bangalore,iOS,7,4.174936553776144,0,0,0
18933,4,Mumbai,Android,1,0.6399310484688704,0,0,0
19876,16,Bangalore,iOS,10,0.49148141737345763,1,0,0
45071,15,Kolkata,Web,1,1.6131352899069435,0,0,0
57400,13,Mumbai,iOS,5,2.0366887840187347,0,1,0
90,12,Kolkata,Android,7,0.10975609756097561,1,1,0
12776,16,Bangalore,iOS,10,0.26020896555938,0,1,0
26568,6,Delhi,Android,10,1.9456609300622483,0,1,0
38018,3,Kolkata,iOS,5,0.8647333105879677,1,1,0
40826,1,Bangalore,iOS,3,0.9774234480116833,1,1,0
31483,6,Delhi,Web,3,0.8974629418472064,1,0,0
46324,6,Bangalore,Web,8,1.1810718474325634,1,1,0
5832,10,Mumbai,iOS,1,0.28978881987577637,1,1,0
15508,4,Mumbai,Web,7,0.7347325531814091,1,1,0
30827,22,Kolkata,Web,6,2.7220309050772626,0,1,0
44559,8,Delhi,Web,6,1.5732999081985735,0,0,0
11507,13,Mumbai,iOS,4,0.30805268512073675,0,1,0
44147,7,Bangalore,Android,3,3.1513312870297665,0,0,0
41479,8,Bangalore,iOS,7,1.0521522968825305,0,1,0
52956,18,Bangalore,Android,8,1.7888123226591002,1,1,0
8821,11,Bangalore,Android,9,0.3915919382047412,1,1,0
37805,18,Bangalore,iOS,4,0.9923614027719445,0,1,0
21208,7,Kolkata,Android,5,0.8623592079046883,0,0,0
14075,6,Delhi,Android,8,0.8101651988718126,1,0,0
1323,16,Mumbai,iOS,4,0.045232315634722554,0,1,0
5716,4,Delhi,Android,10,0.4935244344672768,1,0,0
59227,9,Kolkata,iOS,1,2.9956501947296545,0,1,0
29684,0,Mumbai,iOS,5,1.5770068533177495,1,1,0
56819,14,Bangalore,Android,10,13.496199524940618,0,0,1
57513,19,Delhi,Android,10,1.8296430616529873,0,0,0
33501,19,Mumbai,iOS,3,0.8500418664839765,1,0,0
20169,21,Kolkata,Web,5,0.9390539156346028,1,0,0
49773,19,Bangalore,Web,2,1.0475659293246058,1,0,0
54915,16,Bangalore,Android,6,1.4383938393839384,0,1,0
14582,20,Bangalore,Android,8,0.7898385873686491,0,0,0
20541,6,Kolkata,Web,3,7.330835117773019,0,0,0
54421,3,Delhi,iOS,4,7.099934768427919,1,1,1
50163,23,Mumbai,iOS,6,2.69679049513467,1,0,0
2772,22,Delhi,Android,2,0.2990613874204337,1,1,0
28552,17,Delhi,Web,7,6.377484922939469,1,1,1
1204,18,Delhi,Web,4,1.4975124378109452,0,1,0
54493,16,Delhi,Android,7,1.424839848346189,0,0,0
428,11,Mumbai,iOS,2,0.023386700180318014,0,0,0
21617,0,Delhi,Android,10,2.630765486187173,0,0,0
45967,7,Bangalore,Web,10,1.731597980863407,0,1,0
5408,12,Kolkata,Android,9,0.3000610331243411,1,1,0
51437,2,Bangalore,Android,1,3.8890821109934977,1,0,0
40548,2,Mumbai,Web,10,1.1349081952530229,0,1,0
23437,5,Bangalore,Web,3,0.7938287494919387,1,1,0
43348,14,Delhi,Web,3,5.926715887339349,0,1,0
31404,16,Bangalore,iOS,4,4.8590437877146835,0,1,0
21697,2,Kolkata,Android,5,0.4916610015862225,1,1,0
11999,19,Delhi,Web,5,0.5701591827037301,1,0,0
26602,15,Mumbai,iOS,9,0.5339408293524949,1,1,0
990,3,Kolkata,Web,7,0.06174764548119503,1,0,0
40500,19,Kolkata,iOS,3,6.0,1,0,1
55227,19,Bangalore,iOS,5,1.2143139841688655,1,1,0
48085,21,Bangalore,Android,9,1.2872095513438269,1,0,0
42759,21,Bangalore,Android,7,6.887725515463917,0,1,0
45679,7,Bangalore,iOS,1,9.196496879404068,1,0,1
34180,16,Bangalore,iOS,2,1.3291336133146678,1,0,0
50591,8,Mumbai,iOS,6,1.1711150721081507,1,1,0
38606,5,Kolkata,Android,8,1.1857243772843147,0,1,0
49003,6,Kolkata,iOS,8,1.0755234625345682,0,0,0
35907,21,Delhi,iOS,5,8.84408866995074,0,0,0
46233,9,Kolkata,iOS,2,3.368033801996066,0,1,0
2112,21,Delhi,Android,1,0.04693437631947377,0,0,0
11703,2,Bangalore,iOS,2,0.503961760399621,1,1,0
47297,3,Bangalore,iOS,2,9.319605911330049,1,0,1
32881,18,Kolkata,iOS,5,1.1767168879504706,1,0,0
58147,11,Mumbai,iOS,7,10.237147887323944,0,1,1
39937,20,Mumbai,Web,6,0.856465794552863,0,1,0
20710,17,Bangalore,Android,6,0.44784188219012194,0,1,0
18677,14,Bangalore,Android,7,1.0412555053799408,1,0,0
14491,23,Mumbai,Android,5,0.3749967652614963,1,1,1
21629,1,Bangalore,Web,9,0.7418624592694221,0,1,0
27339,17,Delhi,iOS,1,1.999780557384244,0,0,0
35659,23,Bangalore,Android,5,5.663754764930115,0,1,1
36568,23,Kolkata,Web,7,0.7512686183872624,0,1,1
45461,1,Mumbai,iOS,8,1.154711709423419,0,1,0
13588,3,Mumbai,Android,2,0.6328536165059848,1,0,0
26363,0,Mumbai,Android,4,0.5534956959899223,0,1,0
17178,14,Delhi,Android,10,0.48375105604055196,1,0,0
43866,2,Kolkata,Web,9,1.0750680097051688,0,0,0
12333,19,Kolkata,Web,2,0.40974783215389216,1,1,0
40083,21,Kolkata,iOS,7,0.9479247960269599,0,1,0
6675,6,Delhi,Web,3,0.3269334378214233,1,0,0
26696,12,Bangalore,Web,10,0.5666617138247968,1,0,0
30511,23,Delhi,Web,6,1.1848011804908356,0,0,0
38906,15,Mumbai,Web,4,1.0214229456550277,1,1,0
51999,17,Bangalore,iOS,5,10.046174652241113,0,1,1
13648,2,Bangalore,Android,8,15.352080989876265,0,1,1
58772,13,Mumbai,Android,8,1.849222830533006,0,1,0
1454,23,Delhi,iOS,3,0.06557524917692689,0,1,1
27617,5,Mumbai,Web,3,2.067450217098368,1,0,0
1458,14,Delhi,Android,5,0.053638437201088955,1,1,0
43764,4,Mumbai,Web,10,5.098322460391426,1,1,1
3090,23,Kolkata,iOS,8,0.17972430640376896,0,0,0
54484,3,Delhi,iOS,8,6.707374122861012,0,0,0
12046,22,Bangalore,iOS,7,0.31349381912817176,1,0,0
13606,13,Bangalore,Android,3,0.711536450162117,0,0,0
36378,1,Delhi,Web,1,1.1382709096029286,1,1,0
32740,12,Mumbai,Android,5,1.928718703976436,1,1,0
2716,21,Kolkata,iOS,4,0.054337387964148526,1,1,0
17664,15,Delhi,Web,5,0.5293377284986515,0,1,0
39583,9,Delhi,iOS,6,8.479648671808055,0,1,0
56138,20,Kolkata,iOS,1,2.8074614922984598,1,1,0
14512,11,Kolkata,iOS,2,1.0501483464794847,0,1,0
9691,4,Delhi,iOS,3,0.22235223935389134,0,0,0
29875,4,Delhi,iOS,10,0.7414439232621051,1,0,0
16948,11,Mumbai,iOS,4,0.393307187115639,0,1,0
48728,15,Kolkata,iOS,6,1.1809126820638345,1,0,0
50853,23,Bangalore,iOS,6,1.0253034396548248,0,1,1
1545,1,Bangalore,Web,6,0.08701284072989413,1,0,0
10089,0,Delhi,iOS,5,0.33561757759222915,0,0,0
11740,12,Kolkata,Web,9,0.3065514270047262,0,1,0
4912,4,Mumbai,Web,5,0.11801167623669606,1,0,0
43991,9,Delhi,iOS,9,2.3299083734971666,1,0,0
16141,3,Mumbai,iOS,7,0.34252912590454765,0,1,0
17295,16,Bangalore,Android,7,0.43544488644946877,0,0,0
21212,7,Mumbai,Android,5,0.5375706429458426,0,0,0
47833,22,Kolkata,iOS,5,1.2370176890452054,1,0,0
41789,13,Delhi,iOS,1,7.589720305121685,1,1,1
48200,16,Mumbai,iOS,5,8.76841913771148,0,1,0
59216,17,Delhi,iOS,5,4.138663684651943,1,1,0
56020,3,Kolkata,Web,5,1.4746762135411182,0,0,0
32615,6,Mumbai,iOS,3,0.8257798258051449,0,1,0
57021,18,Kolkata,Android,3,1.359001859001859,1,0,0
48272,5,Bangalore,iOS,4,4.814201655530069,1,0,0
28086,6,Mumbai,iOS,10,31.62837837837838,1,0,1
18015,6,Kolkata,iOS,7,1.367881548974943,0,1,0
39704,17,Delhi,Web,2,1.4660660217118382,0,1,0
48414,4,Mumbai,iOS,1,3.3534667867285446,1,1,0
45652,9,Bangalore,Web,6,7.19949534773695,0,1,0
36869,19,Delhi,Android,10,1.3055594900849858,0,1,0
37005,5,Delhi,Android,4,1.8449917734456798,0,0,0
8402,16,Delhi,Android,9,0.18367837701943468,1,0,0
27484,21,Bangalore,Web,3,0.9818870351184309,0,1,0
2101,7,Delhi,Web,5,0.10166948947495766,0,0,0
28640,21,Bangalore,Web,10,0.7634483126299515,0,0,0
29161,14,Bangalore,Android,5,4.051827150201473,1,0,0
13186,4,Delhi,Web,10,0.7801905212709307,0,1,0
10985,15,Mumbai,iOS,3,1.0295220243673853,1,1,0
461,3,Bangalore,Web,6,0.05015230635335074,0,1,0
2301,12,Kolkata,Android,9,0.13314431200092583,1,0,0
7916,6,Kolkata,Web,9,0.3441439874793496,0,1,0
21649,7,Mumbai,iOS,5,2.3756172500823,1,1,0
58939,23,Kolkata,Web,10,1.7185386050851412,1,0,0
50707,17,Bangalore,Web,2,5.861403305976188,1,1,1
44438,22,Kolkata,Web,10,1.0535574575025486,0,1,0
50929,1,Kolkata,iOS,1,2.6811792576993945,1,0,0
10611,3,Kolkata,Android,10,0.2436565707593745,1,0,0
18585,12,Bangalore,iOS,4,0.39864009780999976,0,0,0
40392,1,Delhi,Web,8,5.048368953880765,0,1,0
57480,13,Delhi,iOS,9,3.2594272753047915,1,1,0
8581,9,Kolkata,iOS,6,2.3279978296256103,1,0,0
45435,14,Bangalore,Web,2,1.4917263116422614,0,1,0
52225,15,Bangalore,iOS,5,1.9591476910380012,1,1,0
52815,14,Bangalore,iOS,3,2.5195592023661866,0,1,0
41175,17,Bangalore,Web,7,1.0257336455582682,1,0,0
1233,11,Mumbai,Web,8,0.048493667899001024,0,1,0
9660,8,Delhi,Android,9,0.8699567723342939,0,0,0
29456,12,Bangalore,iOS,1,0.9191786806465706,1,0,0
19739,12,Kolkata,Web,9,0.9146471433205134,0,0,0
50764,6,Kolkata,iOS,7,3.4026409276761176,0,0,0
36524,10,Kolkata,iOS,10,1.0890982824427482,0,0,0
4191,16,Kolkata,Web,3,0.12109566875668179,0,1,0
13427,11,Mumbai,iOS,6,1.4212977664867155,0,1,0
16612,3,Delhi,Web,10,0.4791185971389017,1,0,0
6987,3,Kolkata,Web,3,0.19889549944490306,0,1,0
31557,20,Bangalore,Android,1,1.436498543335761,0,1,0
38983,11,Mumbai,Android,10,4.105634544497104,1,0,0
27689,13,Bangalore,Web,5,0.5565628140703518,0,0,0
46866,10,Delhi,Android,5,2.072891326462913,0,1,0
11646,3,Bangalore,Web,6,0.36043452694128936,1,1,0
32879,22,Delhi,iOS,2,2.841009245657997,1,1,0
25229,1,Kolkata,iOS,8,0.534909360754797,0,1,0
39219,3,Kolkata,iOS,3,1.0507716214767977,1,0,0
53264,4,Mumbai,Android,3,2.9267542172646848,0,0,0
44857,14,Delhi,Android,5,1.2457509442346146,1,0,0
32715,17,Delhi,Web,10,0.898319512329068,0,0,0
5495,21,Delhi,Web,1,0.5513193538677637,1,0,0
26861,6,Delhi,Web,6,0.6342920562954567,1,0,0
58086,19,Bangalore,Web,5,2.662419214374112,1,0,0
8130,14,Kolkata,iOS,4,0.7057904331973262,0,0,0
4181,14,Mumbai,Android,4,3.680457746478873,1,1,0
26269,9,Mumbai,Web,3,1.0749242982240772,0,0,0
31884,17,Delhi,Web,3,0.803487727433093,0,1,0
17333,23,Kolkata,iOS,9,0.3959656417051218,0,0,0
28587,16,Delhi,Android,6,1.0289015260581629,0,1,0
16455,17,Bangalore,Android,2,0.5275222004937005,0,0,0
6377,5,Kolkata,Android,3,0.1919626730885009,0,0,0
28370,11,Mumbai,iOS,3,1.72064531780689,1,1,0
13817,20,Delhi,Android,2,1.422672981878089,0,1,0
59077,13,Kolkata,Web,6,1.3819181286549707,0,1,0
6601,10,Delhi,Web,6,0.1677466900459963,0,1,0
19487,9,Delhi,Android,10,0.7397972742113056,1,1,0
191,6,Mumbai,Web,4,0.004444858160154523,0,1,0
47587,13,Bangalore,iOS,3,1.1046449546182595,1,0,0
11784,17,Bangalore,Android,8,0.28522328452136025,1,0,0
59663,6,Bangalore,iOS,10,4.996482706640985,1,0,0
47224,6,Delhi,Web,5,2.20363975734951,1,0,0
21735,1,Delhi,iOS,1,0.4754873006497342,0,0,0
30557,21,Mumbai,Web,6,1.0292710859606575,1,0,0
34108,2,Bangalore,Android,3,0.9285383714915744,0,0,0
7520,3,Delhi,Web,7,0.8351843625055531,1,1,0
45221,20,Kolkata,Web,10,7.897485155431366,1,0,1
34101,18,Mumbai,Android,10,1.9828468426561228,0,0,0
49619,4,Mumbai,Web,3,2.3479392419438794,0,1,0
57528,8,Delhi,iOS,10,4.75202378985627,1,0,0
29200,16,Kolkata,Android,5,1.1567563284871054,0,1,0
41683,9,Kolkata,iOS,9,0.9051879519642121,0,1,0
